func,3D_ID,3D_m_z,3D_RetTime,3D_Mobility,3D_Intensity,3D_m_z_uncal,3D_TC,3D_omegaC,3D_z,3D_omegaD
1,75,762.1513,0.0,133.5191,10141,8.66413,8.57,-1.0,1,-1.0
1,76,762.2728,0.0,133.7749,73877,8.16588,8.57,-1.0,1,-1.0
1,73,762.4731,0.0,129.3762,41117,8.50769,8.31,-1.0,1,-1.0
1,80,762.4793,0.0,137.5582,53025,9.50518,8.83,-1.0,1,-1.0
1,78,762.9072,0.0,134.1404,16682,7.88138,8.63,-1.0,1,-1.0
1,77,763.2669,0.0,134.0286,27925,6.77781,8.63,-1.0,1,-1.0
1,79,763.5001,0.0,134.6835,28362,5.47126,8.63,-1.0,1,-1.0
1,82,827.5716,0.0,144.1184,3782,7.74074,9.28,-1.0,1,-1.0
1,85,874.5762,0.0,153.6987,71180,10.26747,9.85,-1.0,1,-1.0
1,84,875.5969,0.0,153.2417,48619,9.97764,9.85,-1.0,1,-1.0
1,83,876.6206,0.0,151.5779,7752,6.06946,9.73,-1.0,1,-1.0
1,86,876.6212,0.0,154.7105,7401,6.40476,9.92,-1.0,1,-1.0
