func,3D_ID,3D_m_z,3D_RetTime,3D_Mobility,3D_Intensity,3D_m_z_uncal,3D_TC,3D_omegaC,3D_z,3D_omegaD
2,1856,724.40216,29.63594,66.3,1196629,724.40216,4.57,-1,1,-1,
2,1857,725.06384,29.63752,66,25195,725.06384,4.57,-1,1,-1,
2,1858,725.90765,29.64407,66.2,120930,725.90765,4.57,-1,1,-1,
2,1859,724.9037,29.6445,66.2,863522,724.9037,4.57,-1,1,-1,
2,1860,725.4045,29.64877,66.2,377272,725.4045,4.57,-1,1,-1,
2,1861,507.94406,29.64977,48.1,26577,507.94406,3.34,-1,1,-1,
2,1862,509.31494,29.65366,48.1,19837,509.31494,3.34,-1,1,-1,
2,1863,732.8926,29.66251,66.8,18941,732.8926,4.57,-1,1,-1,
2,1864,507.81125,29.66943,48.2,612785,507.81125,3.34,-1,1,-1,
2,1865,498.80545,29.67214,46.6,37497,498.80545,3.2,-1,1,-1,
2,1866,501.24002,29.67253,42,29743,501.24002,2.93,-1,1,-1,
2,1867,508.3123,29.67618,48.2,320868,508.3123,3.34,-1,1,-1,
2,1868,501.575,29.6764,41.6,25944,501.575,2.86,-1,1,-1,
2,1869,726.4054,29.69633,66.6,30868,726.4054,4.57,-1,1,-1,
2,1870,746.9001,29.69669,69.3,178372,746.9001,4.78,-1,1,-1,
2,1871,467.2358,29.69723,43.3,18690,467.2358,3,-1,1,-1,
2,1872,508.8125,29.69943,48.1,94669,508.8125,3.34,-1,1,-1,
2,1873,497.25763,29.70013,43.3,22478,497.25763,3,-1,1,-1,
2,1874,746.39825,29.70299,69.4,205703,746.39825,4.78,-1,1,-1,
2,1875,499.3018,29.70512,46.8,36827,499.3018,3.2,-1,1,-1,
2,1876,722.86804,29.71099,66,66713,722.86804,4.57,-1,1,-1,
2,1877,499.55463,29.71115,43.8,26055,499.55463,3,-1,1,-1,
2,1878,723.36316,29.71742,65,18365,723.36316,4.5,-1,1,-1,
2,1879,485.01016,29.71829,44.9,43389,485.01016,3.06,-1,1,-1,
2,1880,484.7409,29.71887,75.5,27252,484.7409,5.2,-1,1,-1,
2,1881,747.40063,29.7191,69.4,82392,747.40063,4.78,-1,1,-1,
2,1882,747.90344,29.72274,69.6,31361,747.90344,4.78,-1,1,-1,
2,1883,558.2512,29.72278,75.1,22836,558.2512,5.19,-1,1,-1,
2,1884,485.51123,29.7233,44.9,19585,485.51123,3.06,-1,1,-1,
2,1885,246.15506,29.72448,35.2,32250,246.15506,2.45,-1,1,-1,
2,1886,420.219,29.72802,40.9,26524,420.219,2.79,-1,1,-1,
2,1887,485.37537,29.72811,45,46202,485.37537,3.13,-1,1,-1,
2,1888,429.19492,29.72833,57.9,19202,429.19492,3.96,-1,1,-1,
2,1889,484.8733,29.72884,45,93515,484.8733,3.13,-1,1,-1,
2,1890,768.3961,29.72957,113.3,65399,768.3961,7.82,-1,1,-1,
2,1891,476.7387,29.73163,44.2,38615,476.7387,3.06,-1,1,-1,
2,1892,476.23904,29.7322,44.2,141026,476.23904,3.06,-1,1,-1,
2,1893,411.18628,29.73282,54.2,41385,411.18628,3.75,-1,1,-1,
2,1894,820.06226,29.73338,59.9,167434,820.06226,4.08,-1,1,-1,
2,1895,485.74548,29.73392,45,302105,485.74548,3.13,-1,1,-1,
2,1896,540.2891,29.73469,79.8,66439,540.2891,5.47,-1,1,-1,
2,1897,497.59244,29.73542,43.5,23524,497.59244,3,-1,1,-1,
2,1898,655.3143,29.73627,91.8,104907,655.3143,6.3,-1,1,-1,
2,1899,485.24487,29.73634,45.1,947261,485.24487,3.13,-1,1,-1,
2,1900,385.20337,29.73657,37.6,28781,385.20337,2.58,-1,1,-1,
2,1901,486.74808,29.73693,45.1,19756,486.74808,3.13,-1,1,-1,
2,1902,721.19415,29.73701,66.1,35119,721.19415,4.57,-1,1,-1,
2,1903,393.223,29.73724,54.9,66227,393.223,3.75,-1,1,-1,
2,1904,486.2462,29.73738,45.1,62569,486.2462,3.13,-1,1,-1,
2,1905,314.16824,29.73746,46.6,21037,314.16824,3.21,-1,1,-1,
2,1906,484.74435,29.73778,45.1,1539474,484.74435,3.13,-1,1,-1,
2,1907,820.73016,29.738,60.2,150444,820.73016,4.15,-1,1,-1,
2,1908,475.73718,29.73839,44.3,196373,475.73718,3.06,-1,1,-1,
2,1909,821.3997,29.73906,59.8,25500,821.3997,4.08,-1,1,-1,
2,1911,466.73233,29.7392,43.4,26796,466.73233,3,-1,1,-1,
2,1910,499.22232,29.7392,43.3,48279,499.22232,3,-1,1,-1,
2,1912,384.7034,29.7393,37.5,59872,384.7034,2.58,-1,1,-1,
2,1913,656.3184,29.74005,91.8,40562,656.3184,6.3,-1,1,-1,
2,1914,769.4011,29.74007,113.1,25421,769.4011,7.82,-1,1,-1,
2,1915,485.2423,29.74033,75.1,12100,485.2423,5.2,-1,1,-1,
2,1916,820.39703,29.74039,59.9,177422,820.39703,4.08,-1,1,-1,
2,1917,722.0357,29.74169,65.7,23105,722.0357,4.5,-1,1,-1,
2,1918,821.06476,29.74177,59.9,80859,821.06476,4.08,-1,1,-1,
2,1919,721.53015,29.7423,66.2,55831,721.53015,4.57,-1,1,-1,
2,1920,721.0274,29.7427,65.9,90228,721.0274,4.5,-1,1,-1,
2,1921,498.8868,29.74315,43.5,48198,498.8868,3,-1,1,-1,
