func,3D_ID,3D_m_z,3D_RetTime,3D_Mobility,3D_Intensity,3D_m_z_uncal,3D_TC,3D_omegaC,3D_z,3D_omegaD
1,34,675.4082,0.0,75.2234,3871,3.99789,4.84,-1.0,1,-1.0
1,58,675.4169,0.0,82.2643,4533,4.37366,5.29,-1.0,1,-1.0
1,44,675.4362,0.0,78.7814,7458,6.83391,5.04,-1.0,1,-1.0
1,46,675.6695,0.0,78.9475,12108,4.28225,5.04,-1.0,1,-1.0
1,45,676.1184,0.0,78.8894,7599,6.23795,5.04,-1.0,1,-1.0
1,49,676.3555,0.0,79.1933,4021,6.49619,5.1,-1.0,1,-1.0
1,47,676.8799,0.0,79.0525,9982,5.86471,5.1,-1.0,1,-1.0
1,50,677.4035,0.0,79.2225,5689,6.01499,5.1,-1.0,1,-1.0
1,48,677.9271,0.0,79.1283,3264,6.13969,5.1,-1.0,1,-1.0
1,86,734.464,0.0,120.1328,35087,8.68017,7.73,-1.0,1,-1.0
1,87,735.4739,0.0,120.6402,7353,5.04314,7.73,-1.0,1,-1.0
1,85,736.476,0.0,120.0159,4628,8.26211,7.73,-1.0,1,-1.0
1,89,804.4885,0.0,123.2001,3531,5.4556,7.93,-1.0,1,-1.0
1,90,804.4973,0.0,125.6967,1987,2.58208,8.06,-1.0,1,-1.0
1,88,810.4895,0.0,121.5737,4137,8.44105,7.8,-1.0,1,-1.0
1,92,821.478,0.0,129.3302,90167,9.79982,8.31,-1.0,1,-1.0
1,93,822.5021,0.0,130.4439,56473,9.29996,8.38,-1.0,1,-1.0
1,91,823.5271,0.0,129.2277,20796,9.04477,8.31,-1.0,1,-1.0
1,67,838.4705,0.0,85.5865,2681,6.06265,5.49,-1.0,1,-1.0
1,97,920.594,0.0,143.2879,28797,9.17964,9.21,-1.0,1,-1.0
1,96,921.6016,0.0,142.1731,7835,5.33142,9.15,-1.0,1,-1.0
1,95,922.6007,0.0,141.3237,2443,5.86887,9.08,-1.0,1,-1.0
