func,3D_ID,3D_m_z,3D_RetTime,3D_Mobility,3D_Intensity,3D_m_z_uncal,3D_TC,3D_omegaC,3D_z,3D_omegaD
1,115,682.4348,0.0,109.3467,2588,5.69371,7.03,-1.0,1,-1.0
1,117,717.4565,0.0,114.9092,4802,8.71923,7.35,-1.0,1,-1.0
1,122,734.4594,0.0,119.5059,63233,8.7423,7.67,-1.0,1,-1.0
1,121,735.4775,0.0,119.5032,36671,8.82261,7.67,-1.0,1,-1.0
1,120,736.4865,0.0,119.4548,13139,8.86108,7.67,-1.0,1,-1.0
1,118,748.4318,0.0,115.5486,4648,8.72055,7.41,-1.0,1,-1.0
1,127,785.5041,0.0,125.7827,4014,5.80155,8.06,-1.0,1,-1.0
1,119,792.4966,0.0,117.8926,4017,9.12569,7.54,-1.0,1,-1.0
1,128,803.5166,0.0,127.2251,10108,9.12608,8.18,-1.0,1,-1.0
1,125,804.4952,0.0,123.9103,8003,5.11915,7.93,-1.0,1,-1.0
1,126,805.5021,0.0,124.2099,8565,9.33183,7.99,-1.0,1,-1.0
1,124,810.5031,0.0,121.4551,3547,5.87562,7.8,-1.0,1,-1.0
1,132,821.471,0.0,129.3023,111135,10.62647,8.31,-1.0,1,-1.0
1,136,822.3238,0.0,129.6959,14757,5.51365,8.31,-1.0,1,-1.0
1,130,822.5016,0.0,129.0778,57137,6.57296,8.31,-1.0,1,-1.0
1,137,822.5035,0.0,132.2633,36167,5.304,8.51,-1.0,1,-1.0
1,129,822.9865,0.0,128.4962,3616,7.14018,8.25,-1.0,1,-1.0
1,131,823.3422,0.0,129.2523,2366,5.08922,8.31,-1.0,1,-1.0
1,135,823.5301,0.0,129.5568,41219,9.48776,8.31,-1.0,1,-1.0
1,138,824.5419,0.0,132.872,1974,4.25144,8.51,-1.0,1,-1.0
1,133,824.5484,0.0,129.3567,2338,2.58791,8.31,-1.0,1,-1.0
1,123,828.527,0.0,121.1052,2295,5.7948,7.8,-1.0,1,-1.0
1,134,861.5325,0.0,129.3615,4790,8.8962,8.31,-1.0,1,-1.0
1,144,920.5841,0.0,142.6394,65992,9.63186,9.15,-1.0,1,-1.0
1,145,921.6005,0.0,143.1666,43765,9.56054,9.21,-1.0,1,-1.0
1,146,922.6111,0.0,143.7434,15636,9.26754,9.21,-1.0,1,-1.0
1,139,938.5821,0.0,133.3475,6141,5.67445,8.57,-1.0,1,-1.0
1,143,938.5844,0.0,136.0158,6284,5.50818,8.76,-1.0,1,-1.0
1,141,939.581,0.0,134.974,5363,6.19082,8.63,-1.0,1,-1.0
1,140,956.5962,0.0,134.922,6789,8.89656,8.63,-1.0,1,-1.0
1,142,957.5998,0.0,135.9044,3925,8.96462,8.7,-1.0,1,-1.0
1,157,989.6447,0.0,149.3535,6643,9.49233,9.6,-1.0,1,-1.0
1,155,990.6358,0.0,148.9826,4560,6.35758,9.53,-1.0,1,-1.0
1,149,990.6365,0.0,146.0481,5057,6.6667,9.4,-1.0,1,-1.0
1,154,991.6349,0.0,148.7697,997,1.86881,9.53,-1.0,1,-1.0
1,148,1007.6097,0.0,145.2535,90326,10.17515,9.34,-1.0,1,-1.0
1,150,1008.6292,0.0,146.2903,67424,9.75299,9.4,-1.0,1,-1.0
1,147,1009.6599,0.0,144.8361,30666,9.44021,9.28,-1.0,1,-1.0
1,151,1010.6646,0.0,146.8251,3855,6.13772,9.4,-1.0,1,-1.0
1,152,1069.6398,0.0,147.0885,9060,6.88778,9.46,-1.0,1,-1.0
1,158,1069.6409,0.0,150.1687,4479,4.89699,9.65,-1.0,1,-1.0
1,156,1070.6455,0.0,149.1182,8943,9.44989,9.59,-1.0,1,-1.0
1,159,1087.6576,0.0,150.4313,2169,3.2428,9.65,-1.0,1,-1.0
1,153,1087.6647,0.0,147.4163,1980,4.85618,9.46,-1.0,1,-1.0
1,161,1120.7438,0.0,160.5918,32466,9.4583,10.29,-1.0,1,-1.0
1,162,1121.7499,0.0,161.08,21620,9.49724,10.36,-1.0,1,-1.0
1,160,1122.7618,0.0,160.0616,8129,9.29641,10.29,-1.0,1,-1.0
1,163,1182.7446,0.0,161.1103,2681,6.34028,10.36,-1.0,1,-1.0
1,164,1182.7448,0.0,164.5494,2567,5.99088,10.55,-1.0,1,-1.0
