func,3D_ID,3D_m_z,3D_RetTime,3D_Mobility,3D_Intensity,3D_m_z_uncal,3D_TC,3D_omegaC,3D_z,3D_omegaD
1,56,856.4969,0.0,70.9045,23188,8.59521,4.52,-1.0,1,-1.0
1,59,856.8318,0.0,71.6921,10204,7.91453,4.59,-1.0,1,-1.0
1,68,862.1411,0.0,74.6424,51585,7.74948,4.78,-1.0,1,-1.0
1,52,862.4878,0.0,68.7227,34883,9.1889,4.39,-1.0,1,-1.0
1,73,862.4921,0.0,76.7649,16573,7.34452,4.91,-1.0,1,-1.0
1,64,862.9807,0.0,73.9076,10221,6.17859,4.71,-1.0,1,-1.0
1,63,863.3305,0.0,73.8775,3003,4.77552,4.71,-1.0,1,-1.0
1,81,871.5101,0.0,80.0748,4753,5.41953,5.16,-1.0,1,-1.0
1,80,872.0151,0.0,79.8963,2638,5.14962,5.1,-1.0,1,-1.0
1,72,898.0041,0.0,76.7436,2729,5.80554,4.91,-1.0,1,-1.0
1,74,898.4999,0.0,76.8222,2503,5.55121,4.91,-1.0,1,-1.0
1,112,900.5369,0.0,104.9753,21856,7.15765,6.71,-1.0,1,-1.0
1,113,901.5514,0.0,105.01,2668,4.19822,6.77,-1.0,1,-1.0
1,82,906.0278,0.0,82.1233,2000,5.22702,5.29,-1.0,1,-1.0
1,75,906.997,0.0,77.0212,17784,5.4694,4.97,-1.0,1,-1.0
1,76,907.5026,0.0,77.2924,9753,5.16569,4.97,-1.0,1,-1.0
1,115,909.6029,0.0,112.0309,11792,8.30746,7.22,-1.0,1,-1.0
1,83,915.0374,0.0,82.3562,2742,5.43226,5.29,-1.0,1,-1.0
1,87,979.5638,0.0,85.9553,3986,5.81126,5.49,-1.0,1,-1.0
1,89,980.0661,0.0,86.3208,2493,5.96202,5.55,-1.0,1,-1.0
1,85,980.5408,0.0,83.2714,16077,5.5226,5.36,-1.0,1,-1.0
1,84,981.0493,0.0,83.2279,10120,5.44669,5.36,-1.0,1,-1.0
1,116,1011.5913,0.0,112.3807,3109,4.47566,7.22,-1.0,1,-1.0
1,114,1028.6198,0.0,111.6769,10601,7.24865,7.15,-1.0,1,-1.0
1,88,1040.085,0.0,86.1908,2901,6.25427,5.54,-1.0,1,-1.0
1,86,1040.579,0.0,85.2225,2948,6.23453,5.48,-1.0,1,-1.0
1,94,1048.1022,0.0,88.8973,4171,6.27199,5.67,-1.0,1,-1.0
1,95,1048.6045,0.0,88.9428,2852,5.87194,5.67,-1.0,1,-1.0
1,90,1049.0767,0.0,86.3594,18285,5.70489,5.54,-1.0,1,-1.0
1,92,1049.5818,0.0,86.6698,12361,5.60603,5.54,-1.0,1,-1.0
1,98,1114.1249,0.0,91.6293,3150,6.63827,5.86,-1.0,1,-1.0
