func,3D_ID,3D_m_z,3D_RetTime,3D_Mobility,3D_Intensity,3D_m_z_uncal,3D_TC,3D_omegaC,3D_z,3D_omegaD
1,62,878.5185,0.0,56.2028,14570,6.9295,3.62,-1.0,1,-1.0
1,61,879.021,0.0,55.5148,12652,7.00459,3.56,-1.0,1,-1.0
1,60,879.5266,0.0,55.474,6035,6.68832,3.56,-1.0,1,-1.0
1,65,918.0395,0.0,57.5042,3368,4.25559,3.69,-1.0,1,-1.0
1,66,918.5319,0.0,58.0333,3729,4.54136,3.75,-1.0,1,-1.0
1,64,919.0346,0.0,57.1271,4898,7.52696,3.69,-1.0,1,-1.0
1,67,926.0552,0.0,58.1304,3246,6.95398,3.75,-1.0,1,-1.0
1,70,926.5461,0.0,58.9099,16705,7.504,3.75,-1.0,1,-1.0
1,69,927.0367,0.0,58.87,24099,7.67812,3.75,-1.0,1,-1.0
1,68,927.5375,0.0,58.8063,18313,7.69473,3.75,-1.0,1,-1.0
1,73,928.0481,0.0,59.5563,8635,7.65251,3.82,-1.0,1,-1.0
1,78,935.059,0.0,60.7256,16290,7.02871,3.88,-1.0,1,-1.0
1,77,935.5358,0.0,60.691,42192,7.83936,3.88,-1.0,1,-1.0
1,75,936.0358,0.0,60.5319,39908,7.91817,3.88,-1.0,1,-1.0
1,74,936.5498,0.0,60.3188,23745,7.71593,3.88,-1.0,1,-1.0
1,72,937.0683,0.0,59.5121,9523,7.60626,3.82,-1.0,1,-1.0
1,71,941.0566,0.0,59.2699,3590,7.70099,3.82,-1.0,1,-1.0
1,82,976.0956,0.0,64.4516,5717,7.44015,4.14,-1.0,1,-1.0
1,80,976.5906,0.0,64.0175,8097,7.71808,4.14,-1.0,1,-1.0
1,81,977.0902,0.0,64.0461,5732,8.01606,4.14,-1.0,1,-1.0
1,99,981.5645,0.0,103.166,1090,4.51017,6.64,-1.0,1,-1.0
1,103,981.5677,0.0,111.4247,1945,5.92623,7.16,-1.0,1,-1.0
1,100,981.5759,0.0,107.0969,2755,4.49903,6.9,-1.0,1,-1.0
1,85,984.603,0.0,66.1913,7370,7.67985,4.26,-1.0,1,-1.0
1,86,985.0925,0.0,66.2184,21629,7.90982,4.26,-1.0,1,-1.0
1,83,985.5945,0.0,65.4001,20353,7.9151,4.2,-1.0,1,-1.0
1,88,986.0995,0.0,66.7603,11076,7.82739,4.26,-1.0,1,-1.0
1,84,986.6054,0.0,65.9976,4706,7.62497,4.2,-1.0,1,-1.0
1,105,999.5771,0.0,117.3352,11411,5.99863,7.54,-1.0,1,-1.0
1,104,1000.5857,0.0,115.4424,8664,6.84563,7.41,-1.0,1,-1.0
1,102,1000.5869,0.0,111.3201,1810,4.12573,7.16,-1.0,1,-1.0
1,106,1000.5883,0.0,118.516,7169,6.20786,7.61,-1.0,1,-1.0
1,108,1001.6063,0.0,120.6774,5089,6.89009,7.73,-1.0,1,-1.0
1,110,1002.6073,0.0,123.0894,660,1.1752,7.93,-1.0,1,-1.0
1,107,1002.6075,0.0,119.932,3523,5.21247,7.67,-1.0,1,-1.0
1,109,1003.6152,0.0,121.3201,636,1.87174,7.8,-1.0,1,-1.0
1,111,1098.6735,0.0,142.3778,1703,4.52087,9.14,-1.0,1,-1.0
1,113,1212.7325,0.0,154.1662,2237,7.11302,9.91,-1.0,1,-1.0
1,112,1212.7382,0.0,150.3976,1482,4.35351,9.65,-1.0,1,-1.0
